Title,Year,Km,Power,Fuel Type,Price,Link
Volkswagen Bora 1.9TDI 4Motion Highline,2001,196000,115,Diesel,3 299EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-bora-1-9tdi-4motion-highline-ID7HldKT.html
Volkswagen Polo,2008,198000,60,Benzina,3 299EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-polo-ID7Hq57x.html
Fiat Doblo,2008,233000,70,Diesel,3 299EUR,https://www.autovit.ro/autoturisme/anunt/fiat-doblo-ID7HnuKc.html
Hyundai I30 1.6 CRDi Edition Plus,2009,215000,90,Diesel,3 299EUR,https://www.autovit.ro/autoturisme/anunt/hyundai-i30-1-6-crdi-edition-plus-ID7HjI35.html
Opel Agila 1.0,2010,135000,65,Benzina,3 299EUR,https://www.autovit.ro/autoturisme/anunt/opel-agila-1-0-ID7HliWA.html
Ford Focus 1.6 16V Ambiente,2009,229000,100,Benzina,3 299EUR,https://www.autovit.ro/autoturisme/anunt/ford-focus-1-6-16v-ambiente-ID7HlCTA.html
Mazda 3,2007,148000,90,Diesel,3 299EUR,https://www.autovit.ro/autoturisme/anunt/mazda-3-ID7Hk2hq.html
BMW Seria 1 116i,2006,221741,115,Benzina,3 299EUR,https://www.autovit.ro/autoturisme/anunt/bmw-seria-1-116i-ID7HrCHp.html
Skoda Fabia,2010,185000,60,Benzina,3 299EUR,https://www.autovit.ro/autoturisme/anunt/skoda-fabia-ID7Hny7Q.html
Peugeot 207,2008,173000,73,Benzina,3 299EUR,https://www.autovit.ro/autoturisme/anunt/peugeot-207-ID7HogF6.html
Peugeot 207 95 VTi Premium,2009,237461,95,Benzina,3 300EUR,https://www.autovit.ro/autoturisme/anunt/peugeot-207-95-vti-premium-ID7HlRk6.html
Mercedes-Benz C,2005,254000,150,Diesel,3 300EUR,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-c-ID7HrzOd.html
Dacia Logan MCV 1.6 Laureate,2011,215000,87,Benzina,3 300EUR,https://www.autovit.ro/autoturisme/anunt/dacia-logan-mcv-1-6-laureate-ID7HrxSE.html
Skoda Citigo,2013,135113,60,Benzina,3 300EUR,https://www.autovit.ro/autoturisme/anunt/skoda-citigo-ID7HrxAB.html
Chevrolet Cruze 1.8 Ecotec LT,2010,194000,141,Benzina,3 300EUR,https://www.autovit.ro/autoturisme/anunt/chevrolet-cruze-1-8-ecotec-lt-ID7HoJmp.html
Skoda RAPID,2014,245014,105,Diesel,3 300EUR,https://www.autovit.ro/autoturisme/anunt/skoda-rapid-ID7Hnwey.html
Peugeot 807 HDi 135 Platinum,2011,247000,136,Diesel,3 300EUR,https://www.autovit.ro/autoturisme/anunt/peugeot-807-hdi-135-platinum-ID7HrKQJ.html
Opel Agila,2008,87000,86,Benzina,3 300EUR,https://www.autovit.ro/autoturisme/anunt/opel-agila-ID7Hp7E7.html
Volkswagen Touran 1.9TDI Conceptline DSG,2005,228000,105,Diesel,3 300EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-touran-1-9tdi-conceptline-dsg-ID7HqHFx.html
Citroën C4 Picasso 1.6 HDI Senso Drive SX,2009,215000,109,Diesel,3 300EUR,https://www.autovit.ro/autoturisme/anunt/citron-c4-picasso-1-6-hdi-senso-drive-sx-ID7HnBrE.html
Volkswagen Golf,2012,388122,105,Diesel,3 300EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-golf-ID7HrS3x.html
Opel Astra Twin Top 1.6 Edition,2005,200000,105,Benzina,3 300EUR,https://www.autovit.ro/autoturisme/anunt/opel-astra-twin-top-1-6-edition-ID7HnT8X.html
Hyundai i20 1.2 Economy,2011,228000,78,Benzina,3 300EUR,https://www.autovit.ro/autoturisme/anunt/hyundai-i20-1-2-economy-ID7Hs3gX.html
Peugeot 308,2011,225000,120,Benzina+GPL,3 300EUR,https://www.autovit.ro/autoturisme/anunt/peugeot-308-ID7HmGdl.html
Volkswagen Passat Variant 2.0 TDI DPF Trendline,2009,310000,170,Diesel,3 300EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-passat-variant-2-0-tdi-dpf-trendline-ID7HrFQq.html
Renault Fluence 1.6 16V Privilege,2010,201005,110,Benzina,3 300EUR,https://www.autovit.ro/autoturisme/anunt/renault-fluence-1-6-16v-privilege-ID7HmSLW.html
Audi A4,2009,254000,143,Diesel,3 300EUR,https://www.autovit.ro/autoturisme/anunt/audi-a4-ID7Hr0eg.html
Skoda Octavia 1.9TDI Classic,2006,298000,105,Diesel,3 300EUR,https://www.autovit.ro/autoturisme/anunt/skoda-octavia-1-9tdi-classic-ID7Hs0Kq.html
Volkswagen Passat Variant 2.0 TDI Comfortline,2009,185000,140,Diesel,3 300EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-passat-variant-2-0-tdi-comfortline-ID7Hs0JX.html
Volkswagen Golf 2.0 TDI Comfortline,2008,204805,140,Diesel,3 300EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-golf-2-0-tdi-comfortline-ID7H8jJQ.html
Toyota Avensis,2008,202537,129,Benzina,3 300EUR,https://www.autovit.ro/autoturisme/anunt/toyota-avensis-ID7HrHj5.html
Opel Insignia 2.0 CDTI ECOFlex,2009,277693,130,Diesel,3 300EUR,https://www.autovit.ro/autoturisme/anunt/opel-insignia-2-0-cdti-ecoflex-ID7Hs42I.html
Ford Focus 1.8 TDCi Titanium,2008,194055,115,Diesel,3 300EUR,https://www.autovit.ro/autoturisme/anunt/ford-focus-1-8-tdci-titanium-ID7Hs52h.html
Suzuki Samurai,1995,78349,71,Benzina,3 300EUR,https://www.autovit.ro/autoturisme/anunt/suzuki-samurai-ID7Hs4cU.html
Opel Corsa 1.2 Essentia,2012,192242,86,Benzina,3 300EUR,https://www.autovit.ro/autoturisme/anunt/opel-corsa-1-2-essentia-ID7HrSkZ.html
Opel Insignia,2009,258000,160,Diesel,3 300EUR,https://www.autovit.ro/autoturisme/anunt/opel-insignia-ID7Hs4cR.html
Volkswagen Passat Variant 1.8 TSI Comfortline,2008,314000,160,Benzina,3 300EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-passat-variant-1-8-tsi-comfortline-ID7HpIrf.html
Chevrolet Aveo 1.4 LT 53,2012,169000,101,Benzina,3 300EUR,https://www.autovit.ro/autoturisme/anunt/chevrolet-aveo-1-4-lt-53-ID7HoguF.html
Seat Ibiza ST 1.6 TDI Style,2010,230000,105,Diesel,3 300EUR,https://www.autovit.ro/autoturisme/anunt/seat-ibiza-st-1-6-tdi-style-ID7HrCLl.html
Opel Astra,2010,292000,110,Diesel,3 300EUR,https://www.autovit.ro/autoturisme/anunt/opel-astra-ID7HqOyP.html
Fiat 500 C 1.4 16V Pop,2008,120000,100,Benzina,3 300EUR,https://www.autovit.ro/autoturisme/anunt/fiat-500-c-1-4-16v-pop-ID7HaUUH.html
Renault Megane Coupe-Cabriolet 1.6 Conf. Dynamique,2007,261000,115,Benzina,3 300EUR,https://www.autovit.ro/autoturisme/anunt/renault-megane-coupe-cabriolet-1-6-conf-dynamique-ID7HpEOF.html
Mercedes-Benz B 150,2008,158800,95,Benzina,3 300EUR,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-b-150-ID7HlQ6m.html
Mercedes-Benz E 240 Elegance,2000,297000,170,Benzina,3 300EUR,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-e-240-elegance-ID7Hps0h.html
Fiat Fiorino 1.3 Multijet Combi,2014,164150,75,Diesel,3 300EUR,https://www.autovit.ro/autoturisme/anunt/fiat-fiorino-1-3-multijet-combi-ID7HrVON.html
Mazda 2,2008,142414,85,Benzina,3 300EUR,https://www.autovit.ro/autoturisme/anunt/mazda-2-ID7Hs2Jp.html
Mitsubishi Pajero,1997,200000,125,Diesel,3 300EUR,https://www.autovit.ro/autoturisme/anunt/mitsubishi-pajero-ID7Hs8oF.html
Volkswagen Passat,2007,296649,140,Diesel,3 300EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-passat-ID7HqHSE.html
Mini Cooper,2008,181255,120,Benzina,3 300EUR,https://www.autovit.ro/autoturisme/anunt/mini-cooper-ID7HrLox.html
BMW Seria 1 118d DPF Edition Sport,2007,318588,143,Diesel,3 300EUR,https://www.autovit.ro/autoturisme/anunt/bmw-seria-1-118d-dpf-edition-sport-ID7HpaWd.html
Dacia Logan Van,2010,147231,85,Diesel,3 300EUR,https://www.autovit.ro/autoturisme/anunt/dacia-logan-van-ID7HpoFg.html
Suzuki Alto,2012,97265,68,Benzina,3 300EUR,https://www.autovit.ro/autoturisme/anunt/suzuki-alto-ID7HrV9S.html
Mercedes-Benz E,2003,246000,150,Diesel,3 300EUR,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-e-ID7HsfH5.html
Skoda Octavia Tour 1.6,2010,153000,102,Benzina,3 300EUR,https://www.autovit.ro/autoturisme/anunt/skoda-octavia-tour-1-6-ID7HsfDN.html
Volkswagen Golf 2.0 TDI Comfortline DSG,2008,260000,140,Diesel,3 300EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-golf-2-0-tdi-comfortline-dsg-ID7Hs8Db.html
Opel Astra Caravan 1.9 CDTi Cosmo,2007,250000,150,Diesel,3 300EUR,https://www.autovit.ro/autoturisme/anunt/opel-astra-caravan-1-9-cdti-cosmo-ID7HpnKh.html
Skoda Octavia,2006,205000,150,Benzina,3 349EUR,https://www.autovit.ro/autoturisme/anunt/skoda-octavia-ID7HrHH6.html
Peugeot 407 HDi 135 Automatik Platinum,2005,174867,136,Diesel,3 349EUR,https://www.autovit.ro/autoturisme/anunt/peugeot-407-hdi-135-automatik-platinum-ID7HsbbG.html
Ford Focus,2010,220000,109,Diesel,3 350EUR,https://www.autovit.ro/autoturisme/anunt/ford-focus-ID7Hq3Sh.html
Seat Ibiza 1.2 TDI CR Ecomotive Reference,2011,223777,75,Diesel,3 350EUR,https://www.autovit.ro/autoturisme/anunt/seat-ibiza-1-2-tdi-cr-ecomotive-reference-ID7HowKl.html
Dacia Logan Express 1.6 MPI,2009,165000,87,Benzina,3 350EUR,https://www.autovit.ro/autoturisme/anunt/dacia-logan-express-1-6-mpi-ID7Hr1of.html
Volkswagen Golf 1.9 TDI Comfortline,2009,282000,105,Diesel,3 350EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-golf-1-9-tdi-comfortline-ID7HoDhX.html
Volkswagen Passat,2007,370000,105,Diesel,3 350EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-passat-ID7HrAD8.html
Volkswagen Touran 1.9 TDI DPF Conceptline DSG,2009,346752,105,Diesel,3 350EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-touran-1-9-tdi-dpf-conceptline-dsg-ID7HrDbh.html
Volkswagen Golf,2006,330400,102,Benzina,3 350EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-golf-ID7HryEh.html
Opel Meriva 1.4 ECOflex Edition,2011,189000,120,Benzina,3 350EUR,https://www.autovit.ro/autoturisme/anunt/opel-meriva-1-4-ecoflex-edition-ID7Hrzmz.html
Honda Civic,2007,206968,140,Diesel,3 350EUR,https://www.autovit.ro/autoturisme/anunt/honda-civic-ID7HrTo8.html
Citroën C4 1.4i 16V SX PACK,2010,150000,90,Benzina,3 350EUR,https://www.autovit.ro/autoturisme/anunt/citron-c4-1-4i-16v-sx-pack-ID7HrA2D.html
Volkswagen Jetta,2006,264563,105,Diesel,3 350EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-jetta-ID7HrzN3.html
Skoda Octavia 1.9TDI Classic,2006,227856,105,Diesel,3 350EUR,https://www.autovit.ro/autoturisme/anunt/skoda-octavia-1-9tdi-classic-ID7HrNa6.html
Opel Astra Sports Tourer 1.7 CDTI ECOTEC,2012,228000,130,Diesel,3 350EUR,https://www.autovit.ro/autoturisme/anunt/opel-astra-sports-tourer-1-7-cdti-ecotec-ID7HrVwU.html
Ford Fiesta,2009,160000,70,Benzina,3 350EUR,https://www.autovit.ro/autoturisme/anunt/ford-fiesta-ID7Hqc9q.html
Skoda Fabia 1.2 TDI DPF GreenLine,2011,218234,75,Diesel,3 350EUR,https://www.autovit.ro/autoturisme/anunt/skoda-fabia-1-2-tdi-dpf-greenline-ID7HqlHL.html
Audi A3,2006,164957,115,Benzina,3 350EUR,https://www.autovit.ro/autoturisme/anunt/audi-a3-ID7Hp8VN.html
Ford Focus 1.6 TDCi DPF Trend,2010,239000,110,Diesel,3 350EUR,https://www.autovit.ro/autoturisme/anunt/ford-focus-1-6-tdci-dpf-trend-ID7HrzVP.html
Ford Focus 1.6 TDCi ECOnetic 88g Start-Stopp-System Trend,2010,255063,105,Diesel,3 350EUR,https://www.autovit.ro/autoturisme/anunt/ford-focus-1-6-tdci-econetic-88g-start-stopp-system-trend-ID7HkyVI.html
Audi A4 2.0 TDI Avant,2008,268313,170,Diesel,3 350EUR,https://www.autovit.ro/autoturisme/anunt/audi-a4-2-0-tdi-avant-ID7HrVQV.html
Volkswagen Golf,2006,260000,140,Diesel,3 350EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-golf-ID7HrSZe.html
Ford Focus 1.6 TDCI Anniversary,2010,237000,110,Diesel,3 350EUR,https://www.autovit.ro/autoturisme/anunt/ford-focus-1-6-tdci-anniversary-ID7Hr0ZW.html
Ford Focus,2009,277000,100,Diesel,3 350EUR,https://www.autovit.ro/autoturisme/anunt/ford-focus-ID7HrU1P.html
Volkswagen Golf 1.4 Comfortline,2012,400000,80,Benzina+GPL,3 350EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-golf-1-4-comfortline-ID7HrBgv.html
Volkswagen Golf 1.9 TDI Comfortline,2007,240000,105,Diesel,3 350EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-golf-1-9-tdi-comfortline-ID7HnXfw.html
Renault Clio,2011,78618,75,Benzina,3 350EUR,https://www.autovit.ro/autoturisme/anunt/renault-clio-ID7Hq8kX.html
Seat Ibiza 1.2 Entry,2010,173000,60,Benzina,3 350EUR,https://www.autovit.ro/autoturisme/anunt/seat-ibiza-1-2-entry-ID7HpMNp.html
Hyundai Accent MC 1.4 DOHC GL STD,2007,115000,95,Benzina,3 350EUR,https://www.autovit.ro/autoturisme/anunt/hyundai-accent-mc-1-4-dohc-gl-std-ID7HicPY.html
Ford Fiesta 1.6 TDCi Econetic,2010,195000,95,Diesel,3 360EUR,https://www.autovit.ro/autoturisme/anunt/ford-fiesta-1-6-tdci-econetic-ID7Hqan7.html
BMW Seria 3,2003,264063,115,Benzina,3 390EUR,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7Hn044.html
Volkswagen Touran 1.9 TDI DPF Highline,2008,280000,105,Diesel,3 390EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-touran-1-9-tdi-dpf-highline-ID7HnHvd.html
Renault Scenic,2007,129000,130,Diesel,3 390EUR,https://www.autovit.ro/autoturisme/anunt/renault-scenic-ID7Hn0w6.html
Opel Meriva,2010,200000,100,Benzina,3 390EUR,https://www.autovit.ro/autoturisme/anunt/opel-meriva-ID7HcYmH.html
Ford Fiesta 1.4 TDCi Titanium,2010,192129,70,Diesel,3 390EUR,https://www.autovit.ro/autoturisme/anunt/ford-fiesta-1-4-tdci-titanium-ID7HrSGZ.html
Saab 9-3,1998,286318,150,Benzina,3 390EUR,https://www.autovit.ro/autoturisme/anunt/saab-9-3-ID7HntMA.html
Dacia Sandero Stepway dCi 90 Prestige,2010,221000,90,Diesel,3 390EUR,https://www.autovit.ro/autoturisme/anunt/dacia-sandero-stepway-dci-90-prestige-ID7HqEBy.html
Dacia Sandero 1.2 16V 75 Ambiance,2013,132000,75,Benzina,3 390EUR,https://www.autovit.ro/autoturisme/anunt/dacia-sandero-1-2-16v-75-ambiance-ID7HqFyu.html
Alfa Romeo 159,2007,214000,160,Benzina,3 390EUR,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-159-ID7HscFQ.html
Volkswagen Touran 2.0 TDI DSG Highline,2005,217000,140,Diesel,3 399EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-touran-2-0-tdi-dsg-highline-ID7HrUqz.html
Audi A4 Avant 1.9 TDI,2007,261000,116,Diesel,3 399EUR,https://www.autovit.ro/autoturisme/anunt/audi-a4-avant-1-9-tdi-ID7Hs38W.html
Audi A3 2.0 TDI Sportback DPF S line Sportpaket,2005,225000,140,Diesel,3 399EUR,https://www.autovit.ro/autoturisme/anunt/audi-a3-2-0-tdi-sportback-dpf-s-line-sportpaket-ID7Hkjqy.html
Alfa Romeo 159 Sportwagon 1.9 JTDM 16V DPF,2006,320000,150,Diesel,3 400EUR,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-159-sportwagon-1-9-jtdm-16v-dpf-ID7HqZUK.html
Skoda Fabia 1.2 TDI DPF GreenLine,2011,263000,75,Diesel,3 400EUR,https://www.autovit.ro/autoturisme/anunt/skoda-fabia-1-2-tdi-dpf-greenline-ID7Hp8og.html
Dacia Dokker 1.6 Laureate,2013,250000,85,Benzina,3 400EUR,https://www.autovit.ro/autoturisme/anunt/dacia-dokker-1-6-laureate-ID7HoCKt.html
Mercedes-Benz CLK,2003,333000,170,Diesel,3 400EUR,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-clk-ID7HjwgV.html
Mazda 6 CD140 CE,2008,240000,140,Diesel,3 400EUR,https://www.autovit.ro/autoturisme/anunt/mazda-6-cd140-ce-ID7HrCFi.html
Renault Megane,2009,201000,105,Diesel,3 400EUR,https://www.autovit.ro/autoturisme/anunt/renault-megane-ID7HrzJj.html
Ford Focus 1.6 TDCi DPF Titanium,2010,265400,109,Diesel,3 400EUR,https://www.autovit.ro/autoturisme/anunt/ford-focus-1-6-tdci-dpf-titanium-ID7HrD2I.html
Skoda Octavia 1.9 TDI Classic,2008,258000,105,Diesel,3 400EUR,https://www.autovit.ro/autoturisme/anunt/skoda-octavia-1-9-tdi-classic-ID7Hjox8.html
Mitsubishi Lancer,2007,270000,140,Diesel,3 400EUR,https://www.autovit.ro/autoturisme/anunt/mitsubishi-lancer-ID7HrABo.html
Seat Ibiza 1.4 16V Comfort Edition,2009,181600,85,Benzina,3 400EUR,https://www.autovit.ro/autoturisme/anunt/seat-ibiza-1-4-16v-comfort-edition-ID7HrUao.html
Opel Astra 1.7 CDTI DPF Sports Tourer,2011,297000,110,Diesel,3 400EUR,https://www.autovit.ro/autoturisme/anunt/opel-astra-1-7-cdti-dpf-sports-tourer-ID7HqBSC.html
Suzuki Splash 1.2 GS,2008,80068,86,Benzina,3 400EUR,https://www.autovit.ro/autoturisme/anunt/suzuki-splash-1-2-gs-ID7HmYI2.html
Ford Fiesta,2014,234772,75,Diesel,3 400EUR,https://www.autovit.ro/autoturisme/anunt/ford-fiesta-ID7Hpsy7.html
BMW Seria 3 320d DPF Touring,2007,288000,163,Diesel,3 400EUR,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-320d-dpf-touring-ID7HrMud.html
Ford Ka,2011,147000,69,Benzina,3 400EUR,https://www.autovit.ro/autoturisme/anunt/ford-ka-ID7Hr0pl.html
Dacia Sandero 1.2 Ambiance,2012,193450,75,Benzina,3 400EUR,https://www.autovit.ro/autoturisme/anunt/dacia-sandero-1-2-ambiance-ID7HrIzf.html
Opel Corsa,2012,181000,75,Benzina,3 400EUR,https://www.autovit.ro/autoturisme/anunt/opel-corsa-ID7Hpk9U.html
Audi A4 1.9 TDI Avant,2007,330000,115,Diesel,3 400EUR,https://www.autovit.ro/autoturisme/anunt/audi-a4-1-9-tdi-avant-ID7HrRqp.html
Renault Clio III 1.6 16V SL Exception,2007,182000,110,Benzina,3 400EUR,https://www.autovit.ro/autoturisme/anunt/renault-clio-iii-1-6-16v-sl-exception-ID7HrVh8.html
Audi A6 2.0 TDI DPF Aut Avant,2007,237133,140,Diesel,3 400EUR,https://www.autovit.ro/autoturisme/anunt/audi-a6-2-0-tdi-dpf-aut-avant-ID7Hoodu.html
Audi A6 2.0 TDI DPF Aut Avant,2006,283000,140,Diesel,3 400EUR,https://www.autovit.ro/autoturisme/anunt/audi-a6-2-0-tdi-dpf-aut-avant-ID7Hs0Tf.html
Volkswagen Passat,2007,156000,115,Benzina,3 400EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-passat-ID7Hs12G.html
BMW Seria 3 318d DPF Touring,2008,370000,143,Diesel,3 400EUR,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-318d-dpf-touring-ID7HrCZj.html
Hyundai I30 i30cw 1.4 Comfort,2010,225000,109,Benzina,3 400EUR,https://www.autovit.ro/autoturisme/anunt/hyundai-i30-i30cw-1-4-comfort-ID7HrVj8.html
Opel Astra,2009,331000,110,Diesel,3 400EUR,https://www.autovit.ro/autoturisme/anunt/opel-astra-ID7HrD1R.html
Opel Astra Sports Tourer 1.7 CDTI,2011,321000,110,Diesel,3 400EUR,https://www.autovit.ro/autoturisme/anunt/opel-astra-sports-tourer-1-7-cdti-ID7Hs34w.html
Volkswagen Passat Variant 2.0 TDI Comfortline DPF,2008,303390,140,Diesel,3 400EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-passat-variant-2-0-tdi-comfortline-dpf-ID7HrTBl.html
Opel Corsa 1.2i Easytronic Cosmo,2007,163000,80,Benzina,3 400EUR,https://www.autovit.ro/autoturisme/anunt/opel-corsa-1-2i-easytronic-cosmo-ID7HrCiM.html
Opel Corsa 1.3 CDTI DPF Color Edition,2008,210000,90,Diesel,3 400EUR,https://www.autovit.ro/autoturisme/anunt/opel-corsa-1-3-cdti-dpf-color-edition-ID7Hhmuu.html
Volkswagen Golf Plus 1.9 TDI Comfortline,2006,286300,105,Diesel,3 400EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-golf-plus-1-9-tdi-comfortline-ID7HrV0N.html
Dacia Logan 1.6 16V MPI Prestige,2008,130000,105,Benzina,3 400EUR,https://www.autovit.ro/autoturisme/anunt/dacia-logan-1-6-16v-mpi-prestige-ID7Hs4cX.html
Ford Mondeo 1.6 TDCi ECOnetic Start-Stopp Ambiente,2012,435000,115,Diesel,3 400EUR,https://www.autovit.ro/autoturisme/anunt/ford-mondeo-1-6-tdci-econetic-start-stopp-ambiente-ID7HlQ6A.html
Skoda Octavia Tour 1.9 TDI,2007,182000,101,Diesel,3 400EUR,https://www.autovit.ro/autoturisme/anunt/skoda-octavia-tour-1-9-tdi-ID7HrBRO.html
Mercedes-Benz A 200 CDI Autotronic Elegance,2008,238528,140,Diesel,3 400EUR,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-a-200-cdi-autotronic-elegance-ID7HlJea.html
